local,rooms,price,area,restroom,status,kind,movel
" Carcavelos e Parede, Cascais, Lisboa",T3,3000,200,3,Novo,moradia,arrendar
" Cascais e Estoril, Cascais, Lisboa",T3,2000,150,3,Usado,moradia,arrendar
" Alvalade, Lisboa",T10 ou superior,,865,,Casas de Banho: 4 ou mais,moradia,arrendar
" Cascais e Estoril, Cascais, Lisboa",T5,6500,249,4,Renovado,moradia,arrendar
" Cascais e Estoril, Cascais, Lisboa",T8,4200,"205,25",4,Usado,moradia,arrendar
" Queluz e Belas, Sintra, Lisboa",T3,1400,125,2,"

",moradia,arrendar
" Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Oeiras, Lisboa",T6,,183,,,moradia,arrendar
" Olivais, Lisboa",T3,1600,110,1,"

",moradia,arrendar
" São Domingos de Rana, Cascais, Lisboa",T6,2700,"206,70",4,"

",moradia,arrendar
" Olivais, Lisboa",T5,3700,260,4,Renovado,moradia,arrendar
" São Domingos de Rana, Cascais, Lisboa",T4,2750,"169,50",4,"

",moradia,arrendar
" Benfica, Lisboa",T6,2500,145,2,Renovado,moradia,arrendar
" Estrela, Lisboa",T1,650,72,1,Usado,moradia,arrendar
" São Domingos de Rana, Cascais, Lisboa",T4,2000,90,3,"

",moradia,arrendar
" Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Oeiras, Lisboa",T5,4800,250,4,"

",moradia,arrendar
" Benfica, Lisboa",T2,1100,119,1,Renovado,moradia,arrendar
" Marvila, Lisboa",T3,,91,1,Renovado,moradia,arrendar
" Ericeira, Mafra, Lisboa",T4,1950,152,2,Usado,moradia,arrendar
" Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim), Sintra, Lisboa",T5,4000,293,3,Usado,moradia,arrendar
" Cascais e Estoril, Cascais, Lisboa",T3,2750,180,3,Usado,moradia,arrendar
" Cascais e Estoril, Cascais, Lisboa",T4,5500,220,3,Usado,moradia,arrendar
" Camarate, Unhos e Apelação, Loures, Lisboa",T3,1300,102,2,Usado,moradia,arrendar
" Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Oeiras, Lisboa",T4,4500,"271,74",4,Usado,moradia,arrendar
" São Domingos de Rana, Cascais, Lisboa",T4,1650,180,2,Usado,moradia,arrendar
" Cascais e Estoril, Cascais, Lisboa",T5,6500,280,4,Usado,moradia,arrendar
" Cascais e Estoril, Cascais, Lisboa",T3,3900,279,,"

",moradia,arrendar
" Cascais e Estoril, Cascais, Lisboa",T2,2600,165,2,Usado,moradia,arrendar
" Cascais e Estoril, Cascais, Lisboa",T10 ou superior,8500,221,4,Usado,moradia,arrendar
" Alcabideche, Cascais, Lisboa",T3,3900,200,3,Novo,moradia,arrendar
" Cascais e Estoril, Cascais, Lisboa",T7,10000,1600,,"

",moradia,arrendar
" Cascais e Estoril, Cascais, Lisboa",T4,5750,197,3,Usado,moradia,arrendar
" Campolide, Lisboa",T3,2600,115,2,"

",moradia,arrendar
" Areeiro, Lisboa",T3,3300,210,,Casas de Banho: 3,moradia,arrendar
" Ajuda, Lisboa",T3,2900,154,4,Renovado,moradia,arrendar
" Santa Iria de Azoia, São João da Talha e Bobadela, Loures, Lisboa",T2,500,65,1,Renovado,moradia,arrendar
" Cascais e Estoril, Cascais, Lisboa",T3,3000,190,3,Usado,moradia,arrendar
" Penha de França, Lisboa",T3,1850,111,3,Usado,moradia,arrendar
" Painho e Figueiros, Cadaval, Lisboa",T3,700,200,3,Usado,moradia,arrendar
" Alvalade, Lisboa",T9,25000,439,4,Renovado,moradia,arrendar
" Enxara do Bispo, Gradil e Vila Franca do Rosário, Mafra, Lisboa",T3,800,150,2,"
                                                                                                        RE/MAX + Grupo Vantagem                                                                                        ",moradia,arrendar
" Santa Iria de Azoia, São João da Talha e Bobadela, Loures, Lisboa",T2,750,"83,95",1,"
                                                                                                        RE/MAX + Grupo Vantagem                                                                                        ",moradia,arrendar
" Loures, Lisboa",T1,500,40,1,Usado,moradia,arrendar
" Barcarena, Oeiras, Lisboa",T3,1850,131,3,"

",moradia,arrendar
" Cascais e Estoril, Cascais, Lisboa",T4,7900,"423,50",4,Novo,moradia,arrendar
" Carcavelos e Parede, Cascais, Lisboa",T4,3000,220,4,Renovado,moradia,arrendar
" Cascais e Estoril, Cascais, Lisboa",T7,6000,427,,"

",moradia,arrendar
" Venda do Pinheiro e Santo Estêvão das Galés, Mafra, Lisboa",T2,1200,120,1,Usado,moradia,arrendar
" Colares, Sintra, Lisboa",T5,7500,556,4,Usado,moradia,arrendar
" São Domingos de Rana, Cascais, Lisboa",T2,800,59,1,Renovado,moradia,arrendar
" Cascais e Estoril, Cascais, Lisboa",T4,7000,500,4,Renovado,moradia,arrendar
" Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim), Sintra, Lisboa",T5,7500,557,4,Usado,moradia,arrendar
" Alvalade, Lisboa",T9,10000,295,4,Usado,moradia,arrendar
" São Domingos de Rana, Cascais, Lisboa",T4,2700,120,1,Usado,moradia,arrendar
" Cascais e Estoril, Cascais, Lisboa",T4,790000,180,,,moradia,arrendar
" Santa Iria de Azoia, São João da Talha e Bobadela, Loures, Lisboa",T3,1000,150,2,Renovado,moradia,arrendar
" Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim), Sintra, Lisboa",T5,7500,550,4,Usado,moradia,arrendar
" Alverca do Ribatejo e Sobralinho, Vila Franca de Xira, Lisboa",T1,460,45,1,Renovado,moradia,arrendar
" Cascais e Estoril, Cascais, Lisboa",T4,4000,210,4,Usado,moradia,arrendar
" Cascais e Estoril, Cascais, Lisboa",T5,1700,"237,17",3,"

",moradia,arrendar
" Cascais e Estoril, Cascais, Lisboa",T4,8500,350,3,Novo,moradia,arrendar
" São Domingos de Rana, Cascais, Lisboa",T1,900,72,1,Usado,moradia,arrendar
" Santo Isidoro, Mafra, Lisboa",T3,900,126,,"

",moradia,arrendar
" Encarnação, Mafra, Lisboa",T3,2800,288,3,Renovado,moradia,arrendar
" Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Oeiras, Lisboa",T1,750,"43,50",1,Renovado,moradia,arrendar
" Carnaxide e Queijas, Oeiras, Lisboa",T1,700,80,3,Renovado,moradia,arrendar
" Cascais e Estoril, Cascais, Lisboa",T4,3250,220,4,"

",moradia,arrendar
" Cascais e Estoril, Cascais, Lisboa",T9,,612,,"

",moradia,arrendar
" Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim), Sintra, Lisboa",T2,650,80,1,Usado,moradia,arrendar
" São João das Lampas e Terrugem, Sintra, Lisboa",T2,750,30,1,"

",moradia,arrendar
" Cascais e Estoril, Cascais, Lisboa",T3,7275,150,,,moradia,arrendar
" Santa Iria de Azoia, São João da Talha e Bobadela, Loures, Lisboa",T2,900,200,2,Usado,moradia,arrendar
" Azueira e Sobral da Abelheira, Mafra, Lisboa",T2,450,50,1,Usado,moradia,arrendar
" Ajuda, Lisboa",T5,1800,165,3,Usado,moradia,arrendar
" Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Oeiras, Lisboa",T5,1500,200,3,Usado,moradia,arrendar
" Colares, Sintra, Lisboa",T4,2800,800,2,Usado,moradia,arrendar
" Olivais, Lisboa",T5,1800,200,3,Renovado,moradia,arrendar
" Santo António dos Cavaleiros e Frielas, Loures, Lisboa",T3,675,118,2,Usado,moradia,arrendar
" Alcabideche, Cascais, Lisboa",T3,2990,"195,08",,"

",moradia,arrendar
" Alvalade, Lisboa",T2,900,70,,Casas de Banho: 1,moradia,arrendar
" Dois Portos e Runa, Torres Vedras, Lisboa",T2,500,98,1,Usado,moradia,arrendar
" Cascais e Estoril, Cascais, Lisboa",T2,5850,109,,,moradia,arrendar
" Ventosa, Torres Vedras, Lisboa",T1,550,60,1,"
                                            Anúncio particular                                    ",moradia,arrendar
" Pontinha e Famões, Odivelas, Lisboa",T2,850,90,2,Renovado,moradia,arrendar
" Alvalade, Lisboa",T10 ou superior,20000,823,,"

",moradia,arrendar
" Santo António, Lisboa",T1,1200,80,1,Renovado,moradia,arrendar
" Cascais e Estoril, Cascais, Lisboa",T1,750,55,,"

",moradia,arrendar
" São Pedro da Cadeira, Torres Vedras, Lisboa",T2,350,60,1,Renovado,moradia,arrendar
" São Pedro da Cadeira, Torres Vedras, Lisboa",T1,430,42,1,Renovado,moradia,arrendar
" Pontinha e Famões, Odivelas, Lisboa",T2,670,65,,"
",moradia,arrendar
" Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Oeiras, Lisboa",T2,3000,250,2,Renovado,moradia,arrendar
" Ramada e Caneças, Odivelas, Lisboa",T2,900,115,2,Usado,moradia,arrendar
" Cascais e Estoril, Cascais, Lisboa",T1,3975,120,,,moradia,arrendar
" Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim), Sintra, Lisboa",T2,850,60,,"

",moradia,arrendar
" Arroios, Lisboa",T2,450,35,1,Renovado,moradia,arrendar
" Cascais e Estoril, Cascais, Lisboa",T4,4500,320,4,"

",moradia,arrendar
" Póvoa de Santa Iria e Forte da Casa, Vila Franca de Xira, Lisboa",T2,600,90,1,Usado,moradia,arrendar
" Azambuja, Lisboa",T3,600,90,1,Usado,moradia,arrendar
" Mina de Água, Amadora, Lisboa",T1,425,30,,"

",moradia,arrendar
" Assunção, Ajuda, Salvador e Santo Ildefonso, Elvas, Portalegre",T2,350,90,1,Renovado,moradia,arrendar
" Sé e São Lourenço, Portalegre",T2,480,85,2,"

",moradia,arrendar
" Caia, São Pedro e Alcáçova, Elvas, Portalegre",T2,700,50,1,Renovado,moradia,arrendar
" Campanhã, Porto",T1,400,20,1,Renovado,moradia,arrendar
" Canidelo, Vila Nova de Gaia, Porto",T4,1350,"252,60",,,moradia,arrendar
" Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T4,850,129,,,moradia,arrendar
" Lordelo do Ouro e Massarelos, Porto",T10 ou superior,6000,271,1,Renovado,moradia,arrendar
" Matosinhos e Leça da Palmeira, Matosinhos, Porto",T4,4000,249,4,"

",moradia,arrendar
" São Mamede de Infesta e Senhora da Hora, Matosinhos, Porto",T6,3000,353,2,"

",moradia,arrendar
" Mafamude e Vilar do Paraíso, Vila Nova de Gaia, Porto",T1,750,92,,Casas de Banho: 1,moradia,arrendar
" Mindelo, Vila do Conde, Porto",T4,1100,121,2,"
",moradia,arrendar
" Ramalde, Porto",T4,2300,"286,25",4,Renovado,moradia,arrendar
" Aldoar, Foz do Douro e Nevogilde, Porto",T3,1950,160,3,Renovado,moradia,arrendar
" Madalena, Vila Nova de Gaia, Porto",T4,4000,240,4,Usado,moradia,arrendar
" Campanhã, Porto",T5,1100,145,4,Usado,moradia,arrendar
" Gondomar (São Cosme), Valbom e Jovim, Gondomar, Porto",T4,1750,320,3,"

",moradia,arrendar
" Gulpilhares e Valadares, Vila Nova de Gaia, Porto",T6,2300,"326,35",4,Renovado,moradia,arrendar
" Lordelo do Ouro e Massarelos, Porto",T4,2500,190,3,Usado,moradia,arrendar
" São Mamede de Infesta e Senhora da Hora, Matosinhos, Porto",T4,2200,300,3,Usado,moradia,arrendar
" Aldoar, Foz do Douro e Nevogilde, Porto",T5,2450,144,3,Usado,moradia,arrendar
" Castêlo da Maia, Maia, Porto",T5,2000,215,3,Usado,moradia,arrendar
" Rio Tinto, Gondomar, Porto",T3,800,81,2,"

",moradia,arrendar
" Arcozelo, Vila Nova de Gaia, Porto",T5,2000,326,4,Usado,moradia,arrendar
" Aldoar, Foz do Douro e Nevogilde, Porto",T6,2300,216,3,Renovado,moradia,arrendar
" Gondomar (São Cosme), Valbom e Jovim, Gondomar, Porto",T4,1990,420,,"
",moradia,arrendar
" Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T3,1600,"123,74",,"

",moradia,arrendar
" Milheirós, Maia, Porto",T4,3000,442,4,"
                                                                                                        Remax Vintage                                                                                        ",moradia,arrendar
" Aldoar, Foz do Douro e Nevogilde, Porto",T2,2200,"143,30",3,Usado,moradia,arrendar
" Fânzeres e São Pedro da Cova, Gondomar, Porto",T4,219000,120,2,Usado,moradia,arrendar
" Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães, Santo Tirso, Porto",T4,2500,216,3,Usado,moradia,arrendar
" Aldoar, Foz do Douro e Nevogilde, Porto",T3,1400,118,2,"

",moradia,arrendar
" Rio Tinto, Gondomar, Porto",T3,1100,112,2,Usado,moradia,arrendar
" Rio Tinto, Gondomar, Porto",T3,1050,112,2,Usado,moradia,arrendar
" Ramalde, Porto",T2,1750,164,1,Usado,moradia,arrendar
" Ramalde, Porto",T6,2300,216,3,Renovado,moradia,arrendar
" Vila Chã, Vila do Conde, Porto",T3,750,246,2,Usado,moradia,arrendar
" Azurara, Vila do Conde, Porto",T2,1100,103,2,Renovado,moradia,arrendar
" Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto",T4,1200,192,2,Usado,moradia,arrendar
" Póvoa de Varzim, Beiriz e Argivai, Povoa de Varzim, Porto",T3,700,90,,Casas de Banho: 2,moradia,arrendar
" Rio Tinto, Gondomar, Porto",T3,950,131,2,"

",moradia,arrendar
" Mafamude e Vilar do Paraíso, Vila Nova de Gaia, Porto",T2,700,100,,"

",moradia,arrendar
" Lordelo do Ouro e Massarelos, Porto",T1,750,75,,"

",moradia,arrendar
" Aldoar, Foz do Douro e Nevogilde, Porto",T2,1100,116,2,Usado,moradia,arrendar
" Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T4,1800,159,2,Usado,moradia,arrendar
" Paranhos, Porto",T3,1100,150,,"

",moradia,arrendar
" Nogueira e Silva Escura, Maia, Porto",T4,1500,185,3,Usado,moradia,arrendar
" Campanhã, Porto",T3,950,88,3,Novo,moradia,arrendar
" Nogueira e Silva Escura, Maia, Porto",T4,1500,185,3,Usado,moradia,arrendar
" Paranhos, Porto",T5,2500,289,3,"
                                                                                                        REMAX PRO                                                                                        ",moradia,arrendar
" Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T2,2500,"130,70",3,Em construção,moradia,arrendar
" Aldoar, Foz do Douro e Nevogilde, Porto",T4,3600,351,4,Novo,moradia,arrendar
" Madalena, Vila Nova de Gaia, Porto",T4,4000,300,4,Novo,moradia,arrendar
" Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T1,600,42,1,Renovado,moradia,arrendar
" Rio Tinto, Gondomar, Porto",T5,4000,552,,"

",moradia,arrendar
" Rio Tinto, Gondomar, Porto",T5,4000,552,,"

",moradia,arrendar
" Aldoar, Foz do Douro e Nevogilde, Porto",T5,2750,200,3,Renovado,moradia,arrendar
" Aldoar, Foz do Douro e Nevogilde, Porto",T5,2750,174,3,Usado,moradia,arrendar
" Paranhos, Porto",T3,1750,120,2,Usado,moradia,arrendar
" Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T2,2560,160,3,Renovado,moradia,arrendar
" Aldoar, Foz do Douro e Nevogilde, Porto",T2,2800,176,3,Renovado,moradia,arrendar
" Aldoar, Foz do Douro e Nevogilde, Porto",T1,1100,85,1,Renovado,moradia,arrendar
" Matosinhos e Leça da Palmeira, Matosinhos, Porto",T2,800,90,2,"

",moradia,arrendar
" Foz do Sousa e Covelo, Gondomar, Porto",T3,275000,160,1,Usado,moradia,arrendar
" Lordelo do Ouro e Massarelos, Porto",T1,500,30,1,"

",moradia,arrendar
" Aldoar, Foz do Douro e Nevogilde, Porto",T3,2250,105,3,Novo,moradia,arrendar
" Campanhã, Porto",T3,1400,109,3,"

",moradia,arrendar
" Aldoar, Foz do Douro e Nevogilde, Porto",T2,2300,176,3,Usado,moradia,arrendar
" São Felix da Marinha, Vila Nova de Gaia, Porto",T3,1250,147,2,Novo,moradia,arrendar
" Gulpilhares e Valadares, Vila Nova de Gaia, Porto",T5,7000,716,4,Usado,moradia,arrendar
" Aldoar, Foz do Douro e Nevogilde, Porto",T2,2200,143,3,Usado,moradia,arrendar
" Aver-O-Mar, Amorim e Terroso, Povoa de Varzim, Porto",T3,800,140,2,Usado,moradia,arrendar
" Custóias, Leça do Balio e Guifões, Matosinhos, Porto",T4,2200,333,4,Usado,moradia,arrendar
" Aldoar, Foz do Douro e Nevogilde, Porto",T5,4950,480,4,Usado,moradia,arrendar
" Custóias, Leça do Balio e Guifões, Matosinhos, Porto",T4,2500,300,3,Usado,moradia,arrendar
" Arcozelo, Vila Nova de Gaia, Porto",T5,2000,450,4,Usado,moradia,arrendar
" Mindelo, Vila do Conde, Porto",T5,2500,100,4,Novo,moradia,arrendar
" Nogueira e Silva Escura, Maia, Porto",T4,1500,184,4,Novo,moradia,arrendar
" Aldoar, Foz do Douro e Nevogilde, Porto",T5,2750,200,3,Usado,moradia,arrendar
" Lordelo do Ouro e Massarelos, Porto",T1,575,30,1,Novo,moradia,arrendar
" São Mamede de Infesta e Senhora da Hora, Matosinhos, Porto",T4,395000,200,,Casas de Banho: 2,moradia,arrendar
" São Mamede de Infesta e Senhora da Hora, Matosinhos, Porto",T3,1600,130,3,"
                                            Anúncio particular                                    ",moradia,arrendar
" Canidelo, Vila Nova de Gaia, Porto",T4,2500,355,4,Usado,moradia,arrendar
" Sandim, Olival, Lever e Crestuma, Vila Nova de Gaia, Porto",T5,900,160,2,Renovado,moradia,arrendar
" Estela, Povoa de Varzim, Porto",T5,3000,250,,Casas de Banho: 4 ou mais,moradia,arrendar
" São Mamede de Infesta e Senhora da Hora, Matosinhos, Porto",T4,1350,220,4,Usado,moradia,arrendar
" Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T2,2560,160,3,Renovado,moradia,arrendar
" Fânzeres e São Pedro da Cova, Gondomar, Porto",T2,500,70,1,Usado,moradia,arrendar
" Nogueira e Silva Escura, Maia, Porto",T4,1500,200,4,Usado,moradia,arrendar
" Matosinhos e Leça da Palmeira, Matosinhos, Porto",T2,3000,544,,"

",moradia,arrendar
" Madalena, Vila Nova de Gaia, Porto",T4,3500,300,4,Novo,moradia,arrendar
" Recarei, Paredes, Porto",T6,2500,269,2,Usado,moradia,arrendar
" Gondomar (São Cosme), Valbom e Jovim, Gondomar, Porto",T3,2600,210,4,Usado,moradia,arrendar
" Aldoar, Foz do Douro e Nevogilde, Porto",T1,950,72,2,Usado,moradia,arrendar
" Lordelo do Ouro e Massarelos, Porto",T3,900,80,2,Renovado,moradia,arrendar
" Mindelo, Vila do Conde, Porto",T5,2500,280,3,Usado,moradia,arrendar
" Aldoar, Foz do Douro e Nevogilde, Porto",T3,1100,132,2,Usado,moradia,arrendar
" Gulpilhares e Valadares, Vila Nova de Gaia, Porto",T4,2500,330,4,Usado,moradia,arrendar
" Serzedo e Perosinho, Vila Nova de Gaia, Porto",T4,2500,290,4,Novo,moradia,arrendar
" Gulpilhares e Valadares, Vila Nova de Gaia, Porto",T5,2500,420,4,Usado,moradia,arrendar
" Gulpilhares e Valadares, Vila Nova de Gaia, Porto",T5,7000,505,4,Usado,moradia,arrendar
" Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T0,2650,160,2,Usado,moradia,arrendar
" Aldoar, Foz do Douro e Nevogilde, Porto",T5,2750,200,3,"
                                                                                                        Maiagest                                                                                        ",moradia,arrendar
" Gulpilhares e Valadares, Vila Nova de Gaia, Porto",T4,2000,245,4,Renovado,moradia,arrendar
" Castêlo da Maia, Maia, Porto",T5,2000,215,3,Usado,moradia,arrendar
" Lordelo do Ouro e Massarelos, Porto",T3,2500,136,3,"

",moradia,arrendar
" Perafita, Lavra e Santa Cruz do Bispo, Matosinhos, Porto",T4,1950,220,3,"

",moradia,arrendar
" Lordelo do Ouro e Massarelos, Porto",T2,1250,110,1,"

",moradia,arrendar
" Mafamude e Vilar do Paraíso, Vila Nova de Gaia, Porto",T3,850,"79,20",1,Renovado,moradia,arrendar
" Lordelo do Ouro e Massarelos, Porto",T5,2650,160,,,moradia,arrendar
" Ramalde, Porto",T1,650,"34,30",1,Renovado,moradia,arrendar
" Gondomar (São Cosme), Valbom e Jovim, Gondomar, Porto",T4,2500,264,3,Usado,moradia,arrendar
" Paranhos, Porto",T7,2200,240,4,Usado,moradia,arrendar
" Aldoar, Foz do Douro e Nevogilde, Porto",T5,2750,174,,"

",moradia,arrendar
" Ramalde, Porto",T7,7000,372,,"

",moradia,arrendar
" Valongo, Porto",T3,1200,220,3,Novo,moradia,arrendar
" Fânzeres e São Pedro da Cova, Gondomar, Porto",T2,500,70,1,Usado,moradia,arrendar
" Fânzeres e São Pedro da Cova, Gondomar, Porto",T2,500,70,1,Usado,moradia,arrendar
" Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T4,1500,220,4,Renovado,moradia,arrendar
" Lordelo do Ouro e Massarelos, Porto",T1,575,30,1,Novo,moradia,arrendar
" Lordelo do Ouro e Massarelos, Porto",T1,575,30,1,Novo,moradia,arrendar
" Baguim do Monte, Gondomar, Porto",T2,630,90,1,Usado,moradia,arrendar
" São Mamede de Infesta e Senhora da Hora, Matosinhos, Porto",T4,2200,333,3,Usado,moradia,arrendar
" Aldoar, Foz do Douro e Nevogilde, Porto",T5,2750,200,3,Usado,moradia,arrendar
" Aldoar, Foz do Douro e Nevogilde, Porto",T1,950,72,2,Usado,moradia,arrendar
" Ermesinde, Valongo, Porto",T3,750,147,2,Usado,moradia,arrendar
" Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T1,650,29,1,Renovado,moradia,arrendar
" Lordelo do Ouro e Massarelos, Porto",T1,600,95,1,"

",moradia,arrendar
" Vilar de Andorinho, Vila Nova de Gaia, Porto",T6,3000,530,,,moradia,arrendar
" Paranhos, Porto",T7,2200,233,,,moradia,arrendar
" São Mamede de Infesta e Senhora da Hora, Matosinhos, Porto",T2,650,70,2,Renovado,moradia,arrendar
" Perafita, Lavra e Santa Cruz do Bispo, Matosinhos, Porto",T2,600,68,1,Usado,moradia,arrendar
" Perafita, Lavra e Santa Cruz do Bispo, Matosinhos, Porto",T2,625,79,1,Usado,moradia,arrendar
" Paranhos, Porto",T6,2200,"261,50",4,Usado,moradia,arrendar
" Lordelo do Ouro e Massarelos, Porto",T1,575,21,1,Novo,moradia,arrendar
" Vila do Conde, Porto",T4,2700,234,3,Usado,moradia,arrendar
" Campanhã, Porto",T3,1500,180,4,"

",moradia,arrendar
" Lordelo do Ouro e Massarelos, Porto",T1,650,50,,"

",moradia,arrendar
" Lordelo do Ouro e Massarelos, Porto",T2,600,96,,"

",moradia,arrendar
" Perafita, Lavra e Santa Cruz do Bispo, Matosinhos, Porto",T4,2900,340,,"

",moradia,arrendar
" Bonfim, Porto",T1,500,28,,,moradia,arrendar
" Mafamude e Vilar do Paraíso, Vila Nova de Gaia, Porto",T5,2000,296,,,moradia,arrendar
" São Mamede de Infesta e Senhora da Hora, Matosinhos, Porto",T4,1100,113,2,Usado,moradia,arrendar
" Nogueira e Silva Escura, Maia, Porto",T4,2600,250,4,Usado,moradia,arrendar
" Mafamude e Vilar do Paraíso, Vila Nova de Gaia, Porto",T3,1200,200,3,Usado,moradia,arrendar
" Paço de Sousa, Penafiel, Porto",T3,195000,270,3,Usado,moradia,arrendar
" Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T0,3000,270,,"

",moradia,arrendar
" Nogueira e Silva Escura, Maia, Porto",T4,1500,341,4,"

",moradia,arrendar
" Paranhos, Porto",T1,700,38,1,Renovado,moradia,arrendar
" Bonfim, Porto",T1,650,48,,Casas de Banho: 1,moradia,arrendar
" Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T4,1500,100,4,Renovado,moradia,arrendar
" Castêlo da Maia, Maia, Porto",T3,1300,145,3,Usado,moradia,arrendar
" Vilar de Andorinho, Vila Nova de Gaia, Porto",T6,3000,530,,,moradia,arrendar
" Lordelo do Ouro e Massarelos, Porto",T3,5500,315,3,Usado,moradia,arrendar
" Aldoar, Foz do Douro e Nevogilde, Porto",T4,2750,200,3,Usado,moradia,arrendar
" Mafamude e Vilar do Paraíso, Vila Nova de Gaia, Porto",T4,1350,200,,,moradia,arrendar
" Serzedo e Perosinho, Vila Nova de Gaia, Porto",T3,850,100,1,Renovado,moradia,arrendar
" Serzedo e Perosinho, Vila Nova de Gaia, Porto",T3,850,100,1,Renovado,moradia,arrendar
" Rio Tinto, Gondomar, Porto",T2,650,96,1,Renovado,moradia,arrendar
" Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T3,900,100,1,Usado,moradia,arrendar
" Airães, Felgueiras, Porto",T3,500,110,2,Renovado,moradia,arrendar
" Gulpilhares e Valadares, Vila Nova de Gaia, Porto",T5,2500,450,4,Usado,moradia,arrendar
" Mindelo, Vila do Conde, Porto",T5,2500,280,3,Usado,moradia,arrendar
" Croca, Penafiel, Porto",T1,49000,40,1,Usado,moradia,arrendar
" Ramalde, Porto",T1,550,52,2,Novo,moradia,arrendar
" Lordelo do Ouro e Massarelos, Porto",T10 ou superior,6500,970,,,moradia,arrendar
" Vila do Conde, Porto",T4,1300,180,3,Usado,moradia,arrendar
" Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T5,1500,200,3,Renovado,moradia,arrendar
" Azurara, Vila do Conde, Porto",T3,950,105,2,Usado,moradia,arrendar
" Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T10 ou superior,2000,320,,,moradia,arrendar
" Grijó e Sermonde, Vila Nova de Gaia, Porto",T3,420000,220,3,Em construção,moradia,arrendar
" Termas de São Vicente, Penafiel, Porto",T3,,150,2,Renovado,moradia,arrendar
" Lordelo do Ouro e Massarelos, Porto",T10 ou superior,6500,970,,,moradia,arrendar
" Aldoar, Foz do Douro e Nevogilde, Porto",T2,1150,72,2,Renovado,moradia,arrendar
" Alfena, Valongo, Porto",T8,2000,480,,,moradia,arrendar
" Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",T1,235,60,1,Usado,moradia,arrendar
" Paranhos, Porto",T4,2000,210,3,Usado,moradia,arrendar
" Campanhã, Porto",T2,470,50,1,Renovado,moradia,arrendar
" São Pedro de Tomar, Tomar, Santarém",T3,600,145,2,Usado,moradia,arrendar
" Abrantes (São Vicente e São João) e Alferrarede, Abrantes, Santarém",T3,550,127,2,Usado,moradia,arrendar
" Espite, Ourém, Santarém",T2,500,95,1,Renovado,moradia,arrendar
" Fátima, Ourém, Santarém",T6,4000,664,4,"

",moradia,arrendar
" Santo Estevão, Benavente, Santarém",T9,4200,546,4,Usado,moradia,arrendar
" Nossa Senhora da Piedade, Ourém, Santarém",T5,780,300,4,Usado,moradia,arrendar
" Paialvo, Tomar, Santarém",T2,380,60,1,Renovado,moradia,arrendar
" Vale de Santarém, Santarém",T2,800,80,2,Renovado,moradia,arrendar
" Caxarias, Ourém, Santarém",T3,350,85,1,Usado,moradia,arrendar
" Benavente, Santarém",T1,400,39,1,"

",moradia,arrendar
" Vila Chã de Ourique, Cartaxo, Santarém",T3,710,180,2,Usado,moradia,arrendar
" Parreira e Chouto, Chamusca, Santarém",T3,550,86,,"
",moradia,arrendar
" Gondemaria e Olival, Ourém, Santarém",T1,490,100,1,Novo,moradia,arrendar
" Tomar (São João Baptista) e Santa Maria dos Olivais, Tomar, Santarém",T3,500,120,,,moradia,arrendar
" Além da Ribeira e Pedreira, Tomar, Santarém",T2,400,77,1,Usado,moradia,arrendar
" Samora Correia, Benavente, Santarém",T2,650,110,2,Usado,moradia,arrendar
